"allid","fem","name","mn_pos_jp_fin","mn0_pos_jp_fin"
28021083,0,"石原 伸晃","規制改革担当大臣","孤独・孤立対策担当大臣"
28021086,0,"石原 伸晃","規制改革担当大臣","経済安全保障担当大臣"
28061003,0,"石原 伸晃","原子力防災担当大臣","総務大臣"
28061004,0,"石原 伸晃","原子力防災担当大臣","法務大臣"
28061005,0,"石原 伸晃","原子力防災担当大臣","外務大臣"
28061007,0,"石原 伸晃","原子力防災担当大臣","文部科学大臣"
28061008,0,"石原 伸晃","原子力防災担当大臣","厚生労働大臣"
28061013,0,"石原 伸晃","原子力防災担当大臣","防衛大臣（防衛庁長官）"
28061014,0,"石原 伸晃","原子力防災担当大臣","国家公安委員会委員長"
28061015,0,"石原 伸晃","原子力防災担当大臣","防災担当大臣"
28061017,0,"石原 伸晃","原子力防災担当大臣","沖縄及び北方対策担当大臣"
28061020,0,"石原 伸晃","原子力防災担当大臣","科学技術政策担当大臣"
28061022,0,"石原 伸晃","原子力防災担当大臣","男女共同参画担当大臣"
28061024,0,"石原 伸晃","原子力防災担当大臣","消費者及び食品安全担当大臣
（食品安全担当大臣）"
28061028,0,"石原 伸晃","原子力防災担当大臣","少子化対策担当大臣"
28061029,0,"石原 伸晃","原子力防災担当大臣","デジタル大臣
（情報通信技術（IT）政策担当大臣）"
28061039,0,"石原 伸晃","原子力防災担当大臣","国家公務員制度担当大臣
（公務員制度改革担当大臣）"
28061040,0,"石原 伸晃","原子力防災担当大臣","地方創生担当大臣
（地方分権改革／地域主権推進担当大臣）"
28061043,0,"石原 伸晃","原子力防災担当大臣","海洋政策担当大臣"
28061044,0,"石原 伸晃","原子力防災担当大臣","拉致問題担当大臣"
28061045,0,"石原 伸晃","原子力防災担当大臣","再チャレンジ担当大臣"
28061048,0,"石原 伸晃","原子力防災担当大臣","宇宙政策担当大臣
（宇宙開発担当大臣）"
28061062,0,"石原 伸晃","原子力防災担当大臣","女性活躍担当大臣
（女性活力・子育て支援担当大臣）"
28061066,0,"石原 伸晃","原子力防災担当大臣","東京オリンピック・パラリンピック担当大臣"
28061071,0,"石原 伸晃","原子力防災担当大臣","国土強靱化担当大臣"
28061072,0,"石原 伸晃","原子力防災担当大臣","クールジャパン戦略担当大臣"
28061076,0,"石原 伸晃","原子力防災担当大臣","知的財産戦略担当大臣"
28061079,0,"石原 伸晃","原子力防災担当大臣","マイナンバー制度担当大臣"
28061082,0,"石原 伸晃","原子力防災担当大臣","こども政策担当大臣"
28061083,0,"石原 伸晃","原子力防災担当大臣","孤独・孤立対策担当大臣"
28061086,0,"石原 伸晃","原子力防災担当大臣","経済安全保障担当大臣"
30003004,0,"竹中 平蔵","総務大臣","法務大臣"
30003005,0,"竹中 平蔵","総務大臣","外務大臣"
30003007,0,"竹中 平蔵","総務大臣","文部科学大臣"
30003008,0,"竹中 平蔵","総務大臣","厚生労働大臣"
30003011,0,"竹中 平蔵","総務大臣","国土交通大臣"
30003012,0,"竹中 平蔵","総務大臣","環境大臣"
30003013,0,"竹中 平蔵","総務大臣","防衛大臣（防衛庁長官）"
30003014,0,"竹中 平蔵","総務大臣","国家公安委員会委員長"
30003015,0,"竹中 平蔵","総務大臣","防災担当大臣"
30003016,0,"竹中 平蔵","総務大臣","行政改革担当大臣
（行政刷新担当大臣）"
30003017,0,"竹中 平蔵","総務大臣","沖縄及び北方対策担当大臣"
30003020,0,"竹中 平蔵","総務大臣","科学技術政策担当大臣"
30003021,0,"竹中 平蔵","総務大臣","規制改革担当大臣"
30003022,0,"竹中 平蔵","総務大臣","男女共同参画担当大臣"
30003024,0,"竹中 平蔵","総務大臣","消費者及び食品安全担当大臣
（食品安全担当大臣）"
30003028,0,"竹中 平蔵","総務大臣","少子化対策担当大臣"
30003029,0,"竹中 平蔵","総務大臣","デジタル大臣
（情報通信技術（IT）政策担当大臣）"
30003039,0,"竹中 平蔵","総務大臣","国家公務員制度担当大臣
（公務員制度改革担当大臣）"
30003040,0,"竹中 平蔵","総務大臣","地方創生担当大臣
（地方分権改革／地域主権推進担当大臣）"
30003043,0,"竹中 平蔵","総務大臣","海洋政策担当大臣"
30003044,0,"竹中 平蔵","総務大臣","拉致問題担当大臣"
30003045,0,"竹中 平蔵","総務大臣","再チャレンジ担当大臣"
30003048,0,"竹中 平蔵","総務大臣","宇宙政策担当大臣
（宇宙開発担当大臣）"
30003061,0,"竹中 平蔵","総務大臣","原子力防災担当大臣"
30003062,0,"竹中 平蔵","総務大臣","女性活躍担当大臣
（女性活力・子育て支援担当大臣）"
30003066,0,"竹中 平蔵","総務大臣","東京オリンピック・パラリンピック担当大臣"
30003071,0,"竹中 平蔵","総務大臣","国土強靱化担当大臣"
30003072,0,"竹中 平蔵","総務大臣","クールジャパン戦略担当大臣"
30003076,0,"竹中 平蔵","総務大臣","知的財産戦略担当大臣"
30003079,0,"竹中 平蔵","総務大臣","マイナンバー制度担当大臣"
30003082,0,"竹中 平蔵","総務大臣","こども政策担当大臣"
30003083,0,"竹中 平蔵","総務大臣","孤独・孤立対策担当大臣"
30003086,0,"竹中 平蔵","総務大臣","経済安全保障担当大臣"
30019004,0,"竹中 平蔵","経済財政政策担当大臣","法務大臣"
30019005,0,"竹中 平蔵","経済財政政策担当大臣","外務大臣"
30019007,0,"竹中 平蔵","経済財政政策担当大臣","文部科学大臣"
30019008,0,"竹中 平蔵","経済財政政策担当大臣","厚生労働大臣"
30019011,0,"竹中 平蔵","経済財政政策担当大臣","国土交通大臣"
30019012,0,"竹中 平蔵","経済財政政策担当大臣","環境大臣"
30019013,0,"竹中 平蔵","経済財政政策担当大臣","防衛大臣（防衛庁長官）"
30019014,0,"竹中 平蔵","経済財政政策担当大臣","国家公安委員会委員長"
30019015,0,"竹中 平蔵","経済財政政策担当大臣","防災担当大臣"
30019016,0,"竹中 平蔵","経済財政政策担当大臣","行政改革担当大臣
（行政刷新担当大臣）"
30019017,0,"竹中 平蔵","経済財政政策担当大臣","沖縄及び北方対策担当大臣"
30019020,0,"竹中 平蔵","経済財政政策担当大臣","科学技術政策担当大臣"
30019021,0,"竹中 平蔵","経済財政政策担当大臣","規制改革担当大臣"
30019022,0,"竹中 平蔵","経済財政政策担当大臣","男女共同参画担当大臣"
30019024,0,"竹中 平蔵","経済財政政策担当大臣","消費者及び食品安全担当大臣
（食品安全担当大臣）"
30019028,0,"竹中 平蔵","経済財政政策担当大臣","少子化対策担当大臣"
30019029,0,"竹中 平蔵","経済財政政策担当大臣","デジタル大臣
（情報通信技術（IT）政策担当大臣）"
30019039,0,"竹中 平蔵","経済財政政策担当大臣","国家公務員制度担当大臣
（公務員制度改革担当大臣）"
30019040,0,"竹中 平蔵","経済財政政策担当大臣","地方創生担当大臣
（地方分権改革／地域主権推進担当大臣）"
30019043,0,"竹中 平蔵","経済財政政策担当大臣","海洋政策担当大臣"
30019044,0,"竹中 平蔵","経済財政政策担当大臣","拉致問題担当大臣"
30019045,0,"竹中 平蔵","経済財政政策担当大臣","再チャレンジ担当大臣"
30019048,0,"竹中 平蔵","経済財政政策担当大臣","宇宙政策担当大臣
（宇宙開発担当大臣）"
30019061,0,"竹中 平蔵","経済財政政策担当大臣","原子力防災担当大臣"
30019062,0,"竹中 平蔵","経済財政政策担当大臣","女性活躍担当大臣
（女性活力・子育て支援担当大臣）"
30019066,0,"竹中 平蔵","経済財政政策担当大臣","東京オリンピック・パラリンピック担当大臣"
30019071,0,"竹中 平蔵","経済財政政策担当大臣","国土強靱化担当大臣"
30019072,0,"竹中 平蔵","経済財政政策担当大臣","クールジャパン戦略担当大臣"
30019076,0,"竹中 平蔵","経済財政政策担当大臣","知的財産戦略担当大臣"
30019079,0,"竹中 平蔵","経済財政政策担当大臣","マイナンバー制度担当大臣"
30019082,0,"竹中 平蔵","経済財政政策担当大臣","こども政策担当大臣"
30019083,0,"竹中 平蔵","経済財政政策担当大臣","孤独・孤立対策担当大臣"
30019086,0,"竹中 平蔵","経済財政政策担当大臣","経済安全保障担当大臣"
33012003,0,"鈴木 俊一","環境大臣","総務大臣"
33012004,0,"鈴木 俊一","環境大臣","法務大臣"
33012005,0,"鈴木 俊一","環境大臣","外務大臣"
33012007,0,"鈴木 俊一","環境大臣","文部科学大臣"
33012008,0,"鈴木 俊一","環境大臣","厚生労働大臣"
33012011,0,"鈴木 俊一","環境大臣","国土交通大臣"
33012013,0,"鈴木 俊一","環境大臣","防衛大臣（防衛庁長官）"
33012014,0,"鈴木 俊一","環境大臣","国家公安委員会委員長"
33012015,0,"鈴木 俊一","環境大臣","防災担当大臣"
33012016,0,"鈴木 俊一","環境大臣","行政改革担当大臣
（行政刷新担当大臣）"
33012017,0,"鈴木 俊一","環境大臣","沖縄及び北方対策担当大臣"
33012019,0,"鈴木 俊一","環境大臣","経済財政政策担当大臣"
33012020,0,"鈴木 俊一","環境大臣","科学技術政策担当大臣"
33012021,0,"鈴木 俊一","環境大臣","規制改革担当大臣"
33012022,0,"鈴木 俊一","環境大臣","男女共同参画担当大臣"
33012024,0,"鈴木 俊一","環境大臣","消費者及び食品安全担当大臣
（食品安全担当大臣）"
33012028,0,"鈴木 俊一","環境大臣","少子化対策担当大臣"
33012029,0,"鈴木 俊一","環境大臣","デジタル大臣
（情報通信技術（IT）政策担当大臣）"
33012039,0,"鈴木 俊一","環境大臣","国家公務員制度担当大臣
（公務員制度改革担当大臣）"
33012040,0,"鈴木 俊一","環境大臣","地方創生担当大臣
（地方分権改革／地域主権推進担当大臣）"
33012043,0,"鈴木 俊一","環境大臣","海洋政策担当大臣"
33012044,0,"鈴木 俊一","環境大臣","拉致問題担当大臣"
33012045,0,"鈴木 俊一","環境大臣","再チャレンジ担当大臣"
33012048,0,"鈴木 俊一","環境大臣","宇宙政策担当大臣
（宇宙開発担当大臣）"
33012061,0,"鈴木 俊一","環境大臣","原子力防災担当大臣"
33012062,0,"鈴木 俊一","環境大臣","女性活躍担当大臣
（女性活力・子育て支援担当大臣）"
33012071,0,"鈴木 俊一","環境大臣","国土強靱化担当大臣"
33012072,0,"鈴木 俊一","環境大臣","クールジャパン戦略担当大臣"
33012076,0,"鈴木 俊一","環境大臣","知的財産戦略担当大臣"
33012079,0,"鈴木 俊一","環境大臣","マイナンバー制度担当大臣"
33012082,0,"鈴木 俊一","環境大臣","こども政策担当大臣"
33012083,0,"鈴木 俊一","環境大臣","孤独・孤立対策担当大臣"
33012086,0,"鈴木 俊一","環境大臣","経済安全保障担当大臣"
33066003,0,"鈴木 俊一","東京オリンピック・パラリンピック担当大臣","総務大臣"
33066004,0,"鈴木 俊一","東京オリンピック・パラリンピック担当大臣","法務大臣"
33066005,0,"鈴木 俊一","東京オリンピック・パラリンピック担当大臣","外務大臣"
33066007,0,"鈴木 俊一","東京オリンピック・パラリンピック担当大臣","文部科学大臣"
33066008,0,"鈴木 俊一","東京オリンピック・パラリンピック担当大臣","厚生労働大臣"
33066011,0,"鈴木 俊一","東京オリンピック・パラリンピック担当大臣","国土交通大臣"
33066013,0,"鈴木 俊一","東京オリンピック・パラリンピック担当大臣","防衛大臣（防衛庁長官）"
33066014,0,"鈴木 俊一","東京オリンピック・パラリンピック担当大臣","国家公安委員会委員長"
33066015,0,"鈴木 俊一","東京オリンピック・パラリンピック担当大臣","防災担当大臣"
33066016,0,"鈴木 俊一","東京オリンピック・パラリンピック担当大臣","行政改革担当大臣
（行政刷新担当大臣）"
33066017,0,"鈴木 俊一","東京オリンピック・パラリンピック担当大臣","沖縄及び北方対策担当大臣"
33066019,0,"鈴木 俊一","東京オリンピック・パラリンピック担当大臣","経済財政政策担当大臣"
33066020,0,"鈴木 俊一","東京オリンピック・パラリンピック担当大臣","科学技術政策担当大臣"
33066021,0,"鈴木 俊一","東京オリンピック・パラリンピック担当大臣","規制改革担当大臣"
33066022,0,"鈴木 俊一","東京オリンピック・パラリンピック担当大臣","男女共同参画担当大臣"
33066024,0,"鈴木 俊一","東京オリンピック・パラリンピック担当大臣","消費者及び食品安全担当大臣
（食品安全担当大臣）"
33066028,0,"鈴木 俊一","東京オリンピック・パラリンピック担当大臣","少子化対策担当大臣"
33066029,0,"鈴木 俊一","東京オリンピック・パラリンピック担当大臣","デジタル大臣
（情報通信技術（IT）政策担当大臣）"
33066039,0,"鈴木 俊一","東京オリンピック・パラリンピック担当大臣","国家公務員制度担当大臣
（公務員制度改革担当大臣）"
33066040,0,"鈴木 俊一","東京オリンピック・パラリンピック担当大臣","地方創生担当大臣
（地方分権改革／地域主権推進担当大臣）"
33066043,0,"鈴木 俊一","東京オリンピック・パラリンピック担当大臣","海洋政策担当大臣"
33066044,0,"鈴木 俊一","東京オリンピック・パラリンピック担当大臣","拉致問題担当大臣"
33066045,0,"鈴木 俊一","東京オリンピック・パラリンピック担当大臣","再チャレンジ担当大臣"
33066048,0,"鈴木 俊一","東京オリンピック・パラリンピック担当大臣","宇宙政策担当大臣
（宇宙開発担当大臣）"
33066061,0,"鈴木 俊一","東京オリンピック・パラリンピック担当大臣","原子力防災担当大臣"
33066062,0,"鈴木 俊一","東京オリンピック・パラリンピック担当大臣","女性活躍担当大臣
（女性活力・子育て支援担当大臣）"
33066071,0,"鈴木 俊一","東京オリンピック・パラリンピック担当大臣","国土強靱化担当大臣"
33066072,0,"鈴木 俊一","東京オリンピック・パラリンピック担当大臣","クールジャパン戦略担当大臣"
33066076,0,"鈴木 俊一","東京オリンピック・パラリンピック担当大臣","知的財産戦略担当大臣"
33066079,0,"鈴木 俊一","東京オリンピック・パラリンピック担当大臣","マイナンバー制度担当大臣"
33066082,0,"鈴木 俊一","東京オリンピック・パラリンピック担当大臣","こども政策担当大臣"
33066083,0,"鈴木 俊一","東京オリンピック・パラリンピック担当大臣","孤独・孤立対策担当大臣"
33066086,0,"鈴木 俊一","東京オリンピック・パラリンピック担当大臣","経済安全保障担当大臣"
34013003,0,"石破 茂","防衛大臣（防衛庁長官）","総務大臣"
34013004,0,"石破 茂","防衛大臣（防衛庁長官）","法務大臣"
34013005,0,"石破 茂","防衛大臣（防衛庁長官）","外務大臣"
34013007,0,"石破 茂","防衛大臣（防衛庁長官）","文部科学大臣"
34013008,0,"石破 茂","防衛大臣（防衛庁長官）","厚生労働大臣"
34013011,0,"石破 茂","防衛大臣（防衛庁長官）","国土交通大臣"
34013012,0,"石破 茂","防衛大臣（防衛庁長官）","環境大臣"
34013014,0,"石破 茂","防衛大臣（防衛庁長官）","国家公安委員会委員長"
34013015,0,"石破 茂","防衛大臣（防衛庁長官）","防災担当大臣"
34013016,0,"石破 茂","防衛大臣（防衛庁長官）","行政改革担当大臣
（行政刷新担当大臣）"
34013017,0,"石破 茂","防衛大臣（防衛庁長官）","沖縄及び北方対策担当大臣"
34013019,0,"石破 茂","防衛大臣（防衛庁長官）","経済財政政策担当大臣"
34013020,0,"石破 茂","防衛大臣（防衛庁長官）","科学技術政策担当大臣"
34013021,0,"石破 茂","防衛大臣（防衛庁長官）","規制改革担当大臣"
34013022,0,"石破 茂","防衛大臣（防衛庁長官）","男女共同参画担当大臣"
34013024,0,"石破 茂","防衛大臣（防衛庁長官）","消費者及び食品安全担当大臣
（食品安全担当大臣）"
34013028,0,"石破 茂","防衛大臣（防衛庁長官）","少子化対策担当大臣"
34013029,0,"石破 茂","防衛大臣（防衛庁長官）","デジタル大臣
（情報通信技術（IT）政策担当大臣）"
34013039,0,"石破 茂","防衛大臣（防衛庁長官）","国家公務員制度担当大臣
（公務員制度改革担当大臣）"
34013043,0,"石破 茂","防衛大臣（防衛庁長官）","海洋政策担当大臣"
34013044,0,"石破 茂","防衛大臣（防衛庁長官）","拉致問題担当大臣"
34013045,0,"石破 茂","防衛大臣（防衛庁長官）","再チャレンジ担当大臣"
34013048,0,"石破 茂","防衛大臣（防衛庁長官）","宇宙政策担当大臣
（宇宙開発担当大臣）"
34013061,0,"石破 茂","防衛大臣（防衛庁長官）","原子力防災担当大臣"
34013062,0,"石破 茂","防衛大臣（防衛庁長官）","女性活躍担当大臣
（女性活力・子育て支援担当大臣）"
34013066,0,"石破 茂","防衛大臣（防衛庁長官）","東京オリンピック・パラリンピック担当大臣"
34013071,0,"石破 茂","防衛大臣（防衛庁長官）","国土強靱化担当大臣"
34013072,0,"石破 茂","防衛大臣（防衛庁長官）","クールジャパン戦略担当大臣"
34013076,0,"石破 茂","防衛大臣（防衛庁長官）","知的財産戦略担当大臣"
34013079,0,"石破 茂","防衛大臣（防衛庁長官）","マイナンバー制度担当大臣"
34013082,0,"石破 茂","防衛大臣（防衛庁長官）","こども政策担当大臣"
34013083,0,"石破 茂","防衛大臣（防衛庁長官）","孤独・孤立対策担当大臣"
34013086,0,"石破 茂","防衛大臣（防衛庁長官）","経済安全保障担当大臣"
34040003,0,"石破 茂","地方創生担当大臣
（地方分権改革／地域主権推進担当大臣）","総務大臣"
34040004,0,"石破 茂","地方創生担当大臣
（地方分権改革／地域主権推進担当大臣）","法務大臣"
34040005,0,"石破 茂","地方創生担当大臣
（地方分権改革／地域主権推進担当大臣）","外務大臣"
34040007,0,"石破 茂","地方創生担当大臣
（地方分権改革／地域主権推進担当大臣）","文部科学大臣"
34040008,0,"石破 茂","地方創生担当大臣
（地方分権改革／地域主権推進担当大臣）","厚生労働大臣"
34040011,0,"石破 茂","地方創生担当大臣
（地方分権改革／地域主権推進担当大臣）","国土交通大臣"
34040012,0,"石破 茂","地方創生担当大臣
（地方分権改革／地域主権推進担当大臣）","環境大臣"
34040014,0,"石破 茂","地方創生担当大臣
（地方分権改革／地域主権推進担当大臣）","国家公安委員会委員長"
34040015,0,"石破 茂","地方創生担当大臣
（地方分権改革／地域主権推進担当大臣）","防災担当大臣"
34040016,0,"石破 茂","地方創生担当大臣
（地方分権改革／地域主権推進担当大臣）","行政改革担当大臣
（行政刷新担当大臣）"
34040017,0,"石破 茂","地方創生担当大臣
（地方分権改革／地域主権推進担当大臣）","沖縄及び北方対策担当大臣"
34040019,0,"石破 茂","地方創生担当大臣
（地方分権改革／地域主権推進担当大臣）","経済財政政策担当大臣"
34040020,0,"石破 茂","地方創生担当大臣
（地方分権改革／地域主権推進担当大臣）","科学技術政策担当大臣"
34040021,0,"石破 茂","地方創生担当大臣
（地方分権改革／地域主権推進担当大臣）","規制改革担当大臣"
34040022,0,"石破 茂","地方創生担当大臣
（地方分権改革／地域主権推進担当大臣）","男女共同参画担当大臣"
34040024,0,"石破 茂","地方創生担当大臣
（地方分権改革／地域主権推進担当大臣）","消費者及び食品安全担当大臣
（食品安全担当大臣）"
34040028,0,"石破 茂","地方創生担当大臣
（地方分権改革／地域主権推進担当大臣）","少子化対策担当大臣"
34040029,0,"石破 茂","地方創生担当大臣
（地方分権改革／地域主権推進担当大臣）","デジタル大臣
（情報通信技術（IT）政策担当大臣）"
34040039,0,"石破 茂","地方創生担当大臣
（地方分権改革／地域主権推進担当大臣）","国家公務員制度担当大臣
（公務員制度改革担当大臣）"
34040043,0,"石破 茂","地方創生担当大臣
（地方分権改革／地域主権推進担当大臣）","海洋政策担当大臣"
34040044,0,"石破 茂","地方創生担当大臣
（地方分権改革／地域主権推進担当大臣）","拉致問題担当大臣"
34040045,0,"石破 茂","地方創生担当大臣
（地方分権改革／地域主権推進担当大臣）","再チャレンジ担当大臣"
34040048,0,"石破 茂","地方創生担当大臣
（地方分権改革／地域主権推進担当大臣）","宇宙政策担当大臣
（宇宙開発担当大臣）"
34040061,0,"石破 茂","地方創生担当大臣
（地方分権改革／地域主権推進担当大臣）","原子力防災担当大臣"
34040062,0,"石破 茂","地方創生担当大臣
（地方分権改革／地域主権推進担当大臣）","女性活躍担当大臣
（女性活力・子育て支援担当大臣）"
34040066,0,"石破 茂","地方創生担当大臣
（地方分権改革／地域主権推進担当大臣）","東京オリンピック・パラリンピック担当大臣"
34040071,0,"石破 茂","地方創生担当大臣
（地方分権改革／地域主権推進担当大臣）","国土強靱化担当大臣"
34040072,0,"石破 茂","地方創生担当大臣
（地方分権改革／地域主権推進担当大臣）","クールジャパン戦略担当大臣"
34040076,0,"石破 茂","地方創生担当大臣
（地方分権改革／地域主権推進担当大臣）","知的財産戦略担当大臣"
34040079,0,"石破 茂","地方創生担当大臣
（地方分権改革／地域主権推進担当大臣）","マイナンバー制度担当大臣"
34040082,0,"石破 茂","地方創生担当大臣
（地方分権改革／地域主権推進担当大臣）","こども政策担当大臣"
34040083,0,"石破 茂","地方創生担当大臣
（地方分権改革／地域主権推進担当大臣）","孤独・孤立対策担当大臣"
34040086,0,"石破 茂","地方創生担当大臣
（地方分権改革／地域主権推進担当大臣）","経済安全保障担当大臣"
36015003,0,"鴻池 祥肇","防災担当大臣","総務大臣"
36015004,0,"鴻池 祥肇","防災担当大臣","法務大臣"
36015005,0,"鴻池 祥肇","防災担当大臣","外務大臣"
36015007,0,"鴻池 祥肇","防災担当大臣","文部科学大臣"
36015008,0,"鴻池 祥肇","防災担当大臣","厚生労働大臣"
36015011,0,"鴻池 祥肇","防災担当大臣","国土交通大臣"
36015012,0,"鴻池 祥肇","防災担当大臣","環境大臣"
36015013,0,"鴻池 祥肇","防災担当大臣","防衛大臣（防衛庁長官）"
36015014,0,"鴻池 祥肇","防災担当大臣","国家公安委員会委員長"
36015016,0,"鴻池 祥肇","防災担当大臣","行政改革担当大臣
（行政刷新担当大臣）"
36015017,0,"鴻池 祥肇","防災担当大臣","沖縄及び北方対策担当大臣"
36015019,0,"鴻池 祥肇","防災担当大臣","経済財政政策担当大臣"
36015020,0,"鴻池 祥肇","防災担当大臣","科学技術政策担当大臣"
36015021,0,"鴻池 祥肇","防災担当大臣","規制改革担当大臣"
36015022,0,"鴻池 祥肇","防災担当大臣","男女共同参画担当大臣"
36015024,0,"鴻池 祥肇","防災担当大臣","消費者及び食品安全担当大臣
（食品安全担当大臣）"
36015028,0,"鴻池 祥肇","防災担当大臣","少子化対策担当大臣"
36015029,0,"鴻池 祥肇","防災担当大臣","デジタル大臣
（情報通信技術（IT）政策担当大臣）"
36015039,0,"鴻池 祥肇","防災担当大臣","国家公務員制度担当大臣
（公務員制度改革担当大臣）"
36015040,0,"鴻池 祥肇","防災担当大臣","地方創生担当大臣
（地方分権改革／地域主権推進担当大臣）"
36015043,0,"鴻池 祥肇","防災担当大臣","海洋政策担当大臣"
36015044,0,"鴻池 祥肇","防災担当大臣","拉致問題担当大臣"
36015045,0,"鴻池 祥肇","防災担当大臣","再チャレンジ担当大臣"
36015048,0,"鴻池 祥肇","防災担当大臣","宇宙政策担当大臣
（宇宙開発担当大臣）"
36015061,0,"鴻池 祥肇","防災担当大臣","原子力防災担当大臣"
36015062,0,"鴻池 祥肇","防災担当大臣","女性活躍担当大臣
（女性活力・子育て支援担当大臣）"
36015066,0,"鴻池 祥肇","防災担当大臣","東京オリンピック・パラリンピック担当大臣"
36015071,0,"鴻池 祥肇","防災担当大臣","国土強靱化担当大臣"
36015072,0,"鴻池 祥肇","防災担当大臣","クールジャパン戦略担当大臣"
36015076,0,"鴻池 祥肇","防災担当大臣","知的財産戦略担当大臣"
36015079,0,"鴻池 祥肇","防災担当大臣","マイナンバー制度担当大臣"
36015082,0,"鴻池 祥肇","防災担当大臣","こども政策担当大臣"
36015083,0,"鴻池 祥肇","防災担当大臣","孤独・孤立対策担当大臣"
36015086,0,"鴻池 祥肇","防災担当大臣","経済安全保障担当大臣"
37017003,0,"細田 博之","沖縄及び北方対策担当大臣","総務大臣"
37017004,0,"細田 博之","沖縄及び北方対策担当大臣","法務大臣"
37017005,0,"細田 博之","沖縄及び北方対策担当大臣","外務大臣"
37017007,0,"細田 博之","沖縄及び北方対策担当大臣","文部科学大臣"
37017008,0,"細田 博之","沖縄及び北方対策担当大臣","厚生労働大臣"
37017011,0,"細田 博之","沖縄及び北方対策担当大臣","国土交通大臣"
37017012,0,"細田 博之","沖縄及び北方対策担当大臣","環境大臣"
37017013,0,"細田 博之","沖縄及び北方対策担当大臣","防衛大臣（防衛庁長官）"
37017014,0,"細田 博之","沖縄及び北方対策担当大臣","国家公安委員会委員長"
37017015,0,"細田 博之","沖縄及び北方対策担当大臣","防災担当大臣"
37017016,0,"細田 博之","沖縄及び北方対策担当大臣","行政改革担当大臣
（行政刷新担当大臣）"
37017019,0,"細田 博之","沖縄及び北方対策担当大臣","経済財政政策担当大臣"
37017021,0,"細田 博之","沖縄及び北方対策担当大臣","規制改革担当大臣"
37017024,0,"細田 博之","沖縄及び北方対策担当大臣","消費者及び食品安全担当大臣
（食品安全担当大臣）"
37017028,0,"細田 博之","沖縄及び北方対策担当大臣","少子化対策担当大臣"
37017029,0,"細田 博之","沖縄及び北方対策担当大臣","デジタル大臣
（情報通信技術（IT）政策担当大臣）"
37017039,0,"細田 博之","沖縄及び北方対策担当大臣","国家公務員制度担当大臣
（公務員制度改革担当大臣）"
37017040,0,"細田 博之","沖縄及び北方対策担当大臣","地方創生担当大臣
（地方分権改革／地域主権推進担当大臣）"
37017043,0,"細田 博之","沖縄及び北方対策担当大臣","海洋政策担当大臣"
37017044,0,"細田 博之","沖縄及び北方対策担当大臣","拉致問題担当大臣"
37017045,0,"細田 博之","沖縄及び北方対策担当大臣","再チャレンジ担当大臣"
37017048,0,"細田 博之","沖縄及び北方対策担当大臣","宇宙政策担当大臣
（宇宙開発担当大臣）"
37017061,0,"細田 博之","沖縄及び北方対策担当大臣","原子力防災担当大臣"
37017062,0,"細田 博之","沖縄及び北方対策担当大臣","女性活躍担当大臣
（女性活力・子育て支援担当大臣）"
37017066,0,"細田 博之","沖縄及び北方対策担当大臣","東京オリンピック・パラリンピック担当大臣"
37017071,0,"細田 博之","沖縄及び北方対策担当大臣","国土強靱化担当大臣"
37017072,0,"細田 博之","沖縄及び北方対策担当大臣","クールジャパン戦略担当大臣"
37017076,0,"細田 博之","沖縄及び北方対策担当大臣","知的財産戦略担当大臣"
37017079,0,"細田 博之","沖縄及び北方対策担当大臣","マイナンバー制度担当大臣"
37017082,0,"細田 博之","沖縄及び北方対策担当大臣","こども政策担当大臣"
37017083,0,"細田 博之","沖縄及び北方対策担当大臣","孤独・孤立対策担当大臣"
37017086,0,"細田 博之","沖縄及び北方対策担当大臣","経済安全保障担当大臣"
37020003,0,"細田 博之","科学技術政策担当大臣","総務大臣"
37020004,0,"細田 博之","科学技術政策担当大臣","法務大臣"
37020005,0,"細田 博之","科学技術政策担当大臣","外務大臣"
37020007,0,"細田 博之","科学技術政策担当大臣","文部科学大臣"
37020008,0,"細田 博之","科学技術政策担当大臣","厚生労働大臣"
37020011,0,"細田 博之","科学技術政策担当大臣","国土交通大臣"
37020012,0,"細田 博之","科学技術政策担当大臣","環境大臣"
37020013,0,"細田 博之","科学技術政策担当大臣","防衛大臣（防衛庁長官）"
37020014,0,"細田 博之","科学技術政策担当大臣","国家公安委員会委員長"
37020015,0,"細田 博之","科学技術政策担当大臣","防災担当大臣"
37020016,0,"細田 博之","科学技術政策担当大臣","行政改革担当大臣
（行政刷新担当大臣）"
37020019,0,"細田 博之","科学技術政策担当大臣","経済財政政策担当大臣"
37020021,0,"細田 博之","科学技術政策担当大臣","規制改革担当大臣"
37020024,0,"細田 博之","科学技術政策担当大臣","消費者及び食品安全担当大臣
（食品安全担当大臣）"
37020028,0,"細田 博之","科学技術政策担当大臣","少子化対策担当大臣"
37020029,0,"細田 博之","科学技術政策担当大臣","デジタル大臣
（情報通信技術（IT）政策担当大臣）"
37020039,0,"細田 博之","科学技術政策担当大臣","国家公務員制度担当大臣
（公務員制度改革担当大臣）"
37020040,0,"細田 博之","科学技術政策担当大臣","地方創生担当大臣
（地方分権改革／地域主権推進担当大臣）"
37020043,0,"細田 博之","科学技術政策担当大臣","海洋政策担当大臣"
37020044,0,"細田 博之","科学技術政策担当大臣","拉致問題担当大臣"
